MUN;Nao;Total
330227 JAPERI;1276;1312
330230 LAJE DO MURIAE;66;94
330240 MACAE;1269;3559
330245 MACUCO;97;99
330250 MAGE;3420;3451
330260 MANGARATIBA;347;454
330270 MARICA;1991;2017
330280 MENDES;182;185
330285 MESQUITA;2161;2182
330290 MIGUEL PEREIRA;218;353
330300 MIRACEMA;339;341
330310 NATIVIDADE;178;185
330320 NILOPOLIS;1542;1572
330330 NITEROI;5623;5717
330340 NOVA FRIBURGO;2030;2067
330350 NOVA IGUACU;10834;11002
330360 PARACAMBI;463;472
330370 PARAIBA DO SUL;468;476
330380 PARATY;665;666
330385 PATY DO ALFERES;196;346
330390 PETROPOLIS;3322;3385
330395 PINHEIRAL;314;321
330400 PIRAI;348;350
330410 PORCIUNCULA;216;223
330411 PORTO REAL;265;266
330412 QUATIS;161;162
330414 QUEIMADOS;2017;2051
330415 QUISSAMA;284;302
330420 RESENDE;1586;1599
330430 RIO BONITO;723;732
330440 RIO CLARO;192;192
330450 RIO DAS FLORES;114;118
330452 RIO DAS OSTRAS;831;1889
330455 RIO DE JANEIRO;70661;73135
330460 SANTA MARIA MADALENA;77;79
330470 SANTO ANTONIO DE PADUA;520;526
330475 SAO FRANCISCO DE ITABAPOANA;578;584
330480 SAO FIDELIS;422;427
330490 SAO GONCALO;9815;9897
330500 SAO JOAO DA BARRA;440;569
330510 SAO JOAO DE MERITI;5414;5481
330513 SAO JOSE DE UBA;82;97
330515 SAO JOSE DO VALE DO RIO PRETO;289;291
330520 SAO PEDRO DA ALDEIA;1636;1675
330530 SAO SEBASTIAO DO ALTO;111;112
330540 SAPUCAIA;163;164
330550 SAQUAREMA;1163;1170
330555 SEROPEDICA;917;1044
330560 SILVA JARDIM;263;264
330570 SUMIDOURO;225;228
330575 TANGUA;412;415
330580 TERESOPOLIS;2172;2188
330590 TRAJANO DE MORAES;112;115
330600 TRES RIOS;1009;1018
330610 VALENCA;774;783
330615 VARRE-SAI;159;164
330620 VASSOURAS;464;467
330630 VOLTA REDONDA;2968;3018
350010 ADAMANTINA;379;383
350020 ADOLFO;44;44
350030 AGUAI;378;383
350040 AGUAS DA PRATA;66;66
350050 AGUAS DE LINDOIA;243;249
350055 AGUAS DE SANTA BARBARA;63;72
350060 AGUAS DE SAO PEDRO;35;35
350070 AGUDOS;488;491
350075 ALAMBARI;64;64
350080 ALFREDO MARCONDES;38;40
350090 ALTAIR;35;35
350100 ALTINOPOLIS;158;164
350110 ALTO ALEGRE;37;37
350115 ALUMINIO;200;201
350120 ALVARES FLORENCE;31;32
350130 ALVARES MACHADO;315;319
350140 ALVARO DE CARVALHO;33;33
350150 ALVINLANDIA;36;36
350160 AMERICANA;2404;2425
350170 AMERICO BRASILIENSE;407;414
350180 AMERICO DE CAMPOS;56;60
350190 AMPARO;767;775
350200 ANALANDIA;42;42
350210 ANDRADINA;52;641
350220 ANGATUBA;311;316
350230 ANHEMBI;68;69
350240 ANHUMAS;56;56
350250 APARECIDA;351;352
350260 APARECIDA D'OESTE;34;34
350270 APIAI;356;363
350275 ARACARIGUAMA;332;334
350280 ARACATUBA;2183;2199
350290 ARACOIABA DA SERRA;347;353
350300 ARAMINA;73;73
350310 ARANDU;72;83
350315 ARAPEI;12;13
350320 ARARAQUARA;2553;2582
350330 ARARAS;1486;1498
350335 ARCO-IRIS;22;22
350340 AREALVA;110;110
350350 AREIAS;35;35
350360 AREIOPOLIS;127;129
350370 ARIRANHA;59;60
350380 ARTUR NOGUEIRA;578;587
350390 ARUJA;1346;1363
350395 ASPASIA;23;23
350400 ASSIS;1070;1084
350410 ATIBAIA;1942;1964
350420 AURIFLAMA;157;158
350430 AVAI;70;71
350440 AVANHANDAVA;122;125
350450 AVARE;1035;1225
350460 BADY BASSITT;321;327
350470 BALBINOS;11;11
350480 BALSAMO;92;93
350490 BANANAL;92;92
350500 BARAO DE ANTONINA;46;47
350510 BARBOSA;64;64
350520 BARIRI;358;373
350530 BARRA BONITA;290;291
350535 BARRA DO CHAPEU;84;85
350540 BARRA DO TURVO;87;89
350550 BARRETOS;1437;1441
350560 BARRINHA;445;449
350570 BARUERI;5432;5488
350580 BASTOS;254;256
350590 BATATAIS;710;725
350600 BAURU;4341;4384
350610 BEBEDOURO;908;914
350620 BENTO DE ABREU;31;32
350630 BERNARDINO DE CAMPOS;97;97
350635 BERTIOGA;950;955
350640 BILAC;62;64
350650 BIRIGUI;1242;1268
350660 BIRITIBA-MIRIM;341;345
350670 BOA ESPERANCA DO SUL;182;183
350680 BOCAINA;125;126
350690 BOFETE;99;99
350700 BOITUVA;752;762
350710 BOM JESUS DOS PERDOES;333;336
350715 BOM SUCESSO DE ITARARE;63;64
350720 BORA;15;15
350730 BORACEIA;54;56
350740 BORBOREMA;134;136
350745 BOREBI;40;41
350750 BOTUCATU;1627;1646
350760 BRAGANCA PAULISTA;2142;2161
350770 BRAUNA;60;60
350775 BREJO ALEGRE;17;17
350780 BRODOWSKI;283;294
350790 BROTAS;292;295
350800 BURI;308;311
350810 BURITAMA;173;174
350820 BURITIZAL;50;50
350830 CABRALIA PAULISTA;46;46
350840 CABREUVA;723;728
350850 CACAPAVA;1125;1135
350860 CACHOEIRA PAULISTA;431;436
350870 CACONDE;210;215
350880 CAFELANDIA;221;224
350890 CAIABU;48;49
350900 CAIEIRAS;1277;1287
350910 CAIUA;31;31
350920 CAJAMAR;1304;1320
350925 CAJATI;429;430
350930 CAJOBI;99;99
350940 CAJURU;316;318
350945 CAMPINA DO MONTE ALEGRE;78;80
350950 CAMPINAS;13478;13637
350960 CAMPO LIMPO PAULISTA;905;913
350970 CAMPOS DO JORDAO;671;675
350980 CAMPOS NOVOS PAULISTA;56;57
350990 CANANEIA;171;173
350995 CANAS;70;73
351000 CANDIDO MOTA;332;332
351010 CANDIDO RODRIGUES;22;22
351015 CANITAR;90;90
351020 CAPAO BONITO;566;580
351030 CAPELA DO ALTO;288;290
351040 CAPIVARI;685;692
351050 CARAGUATATUBA;1765;1774
351060 CARAPICUIBA;5601;5671
351070 CARDOSO;94;95
351080 CASA BRANCA;273;275
351090 CASSIA DOS COQUEIROS;14;14
351100 CASTILHO;90;192
351110 CATANDUVA;1282;1288
351120 CATIGUA;74;74
351130 CEDRAL;117;119
351140 CERQUEIRA CESAR;217;233
351150 CERQUILHO;461;467
351160 CESARIO LANGE;238;240
351170 CHARQUEADA;179;181
351190 CLEMENTINA;83;85
351200 COLINA;190;191
351210 COLOMBIA;67;67
351220 CONCHAL;391;398
351230 CONCHAS;162;165
351240 CORDEIROPOLIS;294;297
351250 COROADOS;58;59
351260 CORONEL MACEDO;51;51
351270 CORUMBATAI;57;57
351280 COSMOPOLIS;637;640
351290 COSMORAMA;98;98
351300 COTIA;3946;3978
351310 CRAVINHOS;390;396
351320 CRISTAIS PAULISTA;101;104
351330 CRUZALIA;22;22
351340 CRUZEIRO;859;877
351350 CUBATAO;1580;1600
351360 CUNHA;229;231
351370 DESCALVADO;346;350
351380 DIADEMA;4688;4805
351385 DIRCE REIS;25;25
351390 DIVINOLANDIA;118;118
351400 DOBRADA;102;103
351410 DOIS CORREGOS;268;285
351420 DOLCINOPOLIS;30;30
351430 DOURADO;72;75
351440 DRACENA;468;471
351450 DUARTINA;125;126
351460 DUMONT;111;111
351470 ECHAPORA;83;85
351480 ELDORADO;190;191
351490 ELIAS FAUSTO;208;208
351492 ELISIARIO;22;22
351495 EMBAUBA;27;28
351500 EMBU DAS ARTES;3552;3588
351510 EMBU-GUACU;835;845
351512 EMILIANOPOLIS;31;32
351515 ENGENHEIRO COELHO;276;277
351518 ESPIRITO SANTO DO PINHAL;423;434
351519 ESPIRITO SANTO DO TURVO;54;54
351520 ESTRELA D'OESTE;89;89
351530 ESTRELA DO NORTE;29;29
351535 EUCLIDES DA CUNHA PAULISTA;100;102
351540 FARTURA;188;189
351550 FERNANDOPOLIS;681;690
351560 FERNANDO PRESTES;54;55
351565 FERNAO;17;19
351570 FERRAZ DE VASCONCELOS;2481;2607
351580 FLORA RICA;14;14
351590 FLOREAL;23;23
351600 FLORIDA PAULISTA;113;115
351610 FLORINIA;31;31
351620 FRANCA;4390;4446
351630 FRANCISCO MORATO;2597;2604
351640 FRANCO DA ROCHA;1941;1955
351650 GABRIEL MONTEIRO;28;30
351660 GALIA;62;62
351670 GARCA;476;484
351680 GASTAO VIDIGAL;44;45
351685 GAVIAO PEIXOTO;69;69
351690 GENERAL SALGADO;83;85
351700 GETULINA;86;87
351710 GLICERIO;41;45
351720 GUAICARA;142;144
351730 GUAIMBE;75;75
351740 GUAIRA;424;424
351750 GUAPIACU;250;251
351760 GUAPIARA;192;194
351770 GUARA;193;195
351780 GUARACAI;35;66
351790 GUARACI;110;111
351800 GUARANI D'OESTE;15;15
351810 GUARANTA;52;52
351820 GUARARAPES;337;340
351830 GUARAREMA;427;432
351840 GUARATINGUETA;1471;1479
351850 GUAREI;143;144
351860 GUARIBA;477;485
351870 GUARUJA;3903;3975
351880 GUARULHOS;18921;19175
351885 GUATAPARA;85;85
351890 GUZOLANDIA;55;55
351900 HERCULANDIA;113;114
351905 HOLAMBRA;207;213
351907 HORTOLANDIA;2804;2832
351910 IACANGA;119;121
351920 IACRI;58;58
351925 IARAS;71;78
351930 IBATE;478;482
351940 IBIRA;131;131
351950 IBIRAREMA;70;70
351960 IBITINGA;740;743
351970 IBIUNA;973;992
351980 ICEM;84;85
351990 IEPE;80;81
352000 IGARACU DO TIETE;261;263
352010 IGARAPAVA;279;285
352020 IGARATA;140;142
352030 IGUAPE;322;325
352040 ILHABELA;485;488
352042 ILHA COMPRIDA;145;145
352044 ILHA SOLTEIRA;169;225
352050 INDAIATUBA;3080;3113
352060 INDIANA;60;60
352070 INDIAPORA;29;29
352080 INUBIA PAULISTA;34;34
352090 IPAUSSU;177;178
352100 IPERO;348;351
352110 IPEUNA;78;79
352115 IPIGUA;85;86
352120 IPORANGA;34;34
352130 IPUA;159;160
352140 IRACEMAPOLIS;255;259
352150 IRAPUA;90;91
352160 IRAPURU;54;54
352170 ITABERA;232;235
352180 ITAI;267;292
352190 ITAJOBI;175;178
352200 ITAJU;39;40
352210 ITANHAEM;1391;1403
352215 ITAOCA;33;34
352220 ITAPECERICA DA SERRA;2372;2401
352230 ITAPETININGA;2069;2086
352240 ITAPEVA;1350;1374
352250 ITAPEVI;3746;3778
352260 ITAPIRA;695;701
352265 ITAPIRAPUA PAULISTA;75;75
352270 ITAPOLIS;412;415
352280 ITAPORANGA;170;174
352290 ITAPUI;194;194
352300 ITAPURA;29;43
352310 ITAQUAQUECETUBA;5548;5589
352320 ITARARE;568;569
352330 ITARIRI;159;161
352340 ITATIBA;1321;1348
352350 ITATINGA;235;237
352360 ITIRAPINA;157;159
352370 ITIRAPUA;71;71
352380 ITOBI;94;95
352390 ITU;2229;2245
352400 ITUPEVA;832;842
352410 ITUVERAVA;480;481
352420 JABORANDI;59;59
352430 JABOTICABAL;742;753
352440 JACAREI;2742;2774
352450 JACI;103;105
352460 JACUPIRANGA;235;238
352470 JAGUARIUNA;697;707
352480 JALES;525;530
352490 JAMBEIRO;65;65
352500 JANDIRA;1468;1483
352510 JARDINOPOLIS;537;546
352520 JARINU;407;414
352530 JAU;1488;1495
352540 JERIQUARA;42;43
352550 JOANOPOLIS;150;152
352560 JOAO RAMALHO;54;54
352570 JOSE BONIFACIO;417;424
352580 JULIO MESQUITA;57;57
352585 JUMIRIM;35;35
352590 JUNDIAI;5689;5794
352600 JUNQUEIROPOLIS;213;216
352610 JUQUIA;236;238
352620 JUQUITIBA;423;426
352630 LAGOINHA;37;37
352640 LARANJAL PAULISTA;362;370
352650 LAVINIA;35;43
352660 LAVRINHAS;104;107
352670 LEME;1186;1210
352680 LENCOIS PAULISTA;799;807
352690 LIMEIRA;3309;3343
352700 LINDOIA;71;72
352710 LINS;862;868
352720 LORENA;1018;1040
352725 LOURDES;21;21
352730 LOUVEIRA;767;781
352740 LUCELIA;190;192
352750 LUCIANOPOLIS;28;28
352760 LUIS ANTONIO;146;150
352770 LUIZIANIA;52;53
352780 LUPERCIO;47;48
352790 LUTECIA;23;23
352800 MACATUBA;198;200
352810 MACAUBAL;65;66
352820 MACEDONIA;36;36
352830 MAGDA;20;20
352840 MAIRINQUE;648;653
352850 MAIRIPORA;1044;1053
352860 MANDURI;81;92
352870 MARABA PAULISTA;38;38
352880 MARACAI;165;168
352885 MARAPOAMA;36;37
352890 MARIAPOLIS;32;32
352900 MARILIA;2894;2932
352910 MARINOPOLIS;14;15
352920 MARTINOPOLIS;277;277
352930 MATAO;864;872
352940 MAUA;4855;4909
352950 MENDONCA;73;73
352960 MERIDIANO;45;46
352965 MESOPOLIS;19;19
352970 MIGUELOPOLIS;262;264
352980 MINEIROS DO TIETE;119;119
352990 MIRACATU;268;271
353000 MIRA ESTRELA;23;24
353010 MIRANDOPOLIS;169;230
353020 MIRANTE DO PARANAPANEMA;161;163
353030 MIRASSOL;753;762
353040 MIRASSOLANDIA;49;49
353050 MOCOCA;683;691
353060 MOGI DAS CRUZES;5932;5989
353070 MOGI GUACU;1785;1800
353080 MOGI MIRIM;932;944
353090 MOMBUCA;59;59
353100 MONCOES;16;16
353110 MONGAGUA;749;750
353120 MONTE ALEGRE DO SUL;58;58
353130 MONTE ALTO;462;467
353140 MONTE APRAZIVEL;259;261
353150 MONTE AZUL PAULISTA;200;200
353160 MONTE CASTELO;38;38
353170 MONTEIRO LOBATO;41;41
353180 MONTE MOR;849;853
353190 MORRO AGUDO;345;349
353200 MORUNGABA;162;164
353205 MOTUCA;39;39
353210 MURUTINGA DO SUL;2;24
353215 NANTES;38;39
353220 NARANDIBA;68;73
353230 NATIVIDADE DA SERRA;53;53
353240 NAZARE PAULISTA;205;208
353250 NEVES PAULISTA;87;87
353260 NHANDEARA;93;93
353270 NIPOA;59;60
353280 NOVA ALIANCA;82;83
353282 NOVA CAMPINA;120;122
353284 NOVA CANAA PAULISTA;14;14
353286 NOVA CASTILHO;9;9
353290 NOVA EUROPA;132;133
353300 NOVA GRANADA;243;247
353310 NOVA GUATAPORANGA;29;29
353320 NOVA INDEPENDENCIA;5;47
353325 NOVAIS;56;57
353330 NOVA LUZITANIA;18;19
353340 NOVA ODESSA;616;621
353350 NOVO HORIZONTE;427;429
353360 NUPORANGA;86;86
353370 OCAUCU;58;58
353380 OLEO;23;23
353390 OLIMPIA;644;646
353400 ONDA VERDE;56;56
353410 ORIENTE;69;70
353420 ORINDIUVA;76;76
353430 ORLANDIA;422;427
353440 OSASCO;8813;8911
353450 OSCAR BRESSANE;17;17
353460 OSVALDO CRUZ;318;321
353470 OURINHOS;1298;1308
353475 OUROESTE;98;98
353480 OURO VERDE;95;96
353490 PACAEMBU;109;109
353500 PALESTINA;133;135
353510 PALMARES PAULISTA;136;138
353520 PALMEIRA D'OESTE;93;94
353530 PALMITAL;213;214
353540 PANORAMA;175;177
353550 PARAGUACU PAULISTA;521;524
353560 PARAIBUNA;192;195
353570 PARAISO;52;53
353580 PARANAPANEMA;255;263
353590 PARANAPUA;51;51
353600 PARAPUA;97;97
353610 PARDINHO;77;78
353620 PARIQUERA-ACU;280;282
353625 PARISI;29;29
353630 PATROCINIO PAULISTA;175;178
353640 PAULICEIA;99;100
353650 PAULINIA;1402;1424
353657 PAULISTANIA;28;28
353660 PAULO DE FARIA;90;93
353670 PEDERNEIRAS;499;503
353680 PEDRA BELA;75;75
353690 PEDRANOPOLIS;16;16
353700 PEDREGULHO;189;190
353710 PEDREIRA;433;438
353715 PEDRINHAS PAULISTA;31;31
353720 PEDRO DE TOLEDO;102;104
353730 PENAPOLIS;718;720
353740 PEREIRA BARRETO;193;243
353750 PEREIRAS;91;92
353760 PERUIBE;933;947
353770 PIACATU;49;49
353780 PIEDADE;655;662
353790 PILAR DO SUL;374;377
353800 PINDAMONHANGABA;2331;2334
353810 PINDORAMA;144;146
353820 PINHALZINHO;167;169
353830 PIQUEROBI;28;30
353850 PIQUETE;128;128
353860 PIRACAIA;313;316
353870 PIRACICABA;4859;4907
353880 PIRAJU;354;360
353890 PIRAJUI;208;212
353900 PIRANGI;107;107
353910 PIRAPORA DO BOM JESUS;182;182
353920 PIRAPOZINHO;259;263
353930 PIRASSUNUNGA;805;822
353940 PIRATININGA;181;183
353950 PITANGUEIRAS;417;424
353960 PLANALTO;58;59
353970 PLATINA;40;40
353980 POA;1311;1367
353990 POLONI;67;68
354000 POMPEIA;217;221
354010 PONGAI;35;35
354020 PONTAL;517;526
354025 PONTALINDA;57;57
354030 PONTES GESTAL;24;24
354040 POPULINA;41;41
354050 PORANGABA;88;88
354060 PORTO FELIZ;676;681
354070 PORTO FERREIRA;517;530
354075 POTIM;259;261
354080 POTIRENDABA;208;212
354085 PRACINHA;14;15
354090 PRADOPOLIS;191;195
354100 PRAIA GRANDE;4323;4371
354105 PRATANIA;75;76
354110 PRESIDENTE ALVES;44;45
354120 PRESIDENTE BERNARDES;108;110
354130 PRESIDENTE EPITACIO;448;452
354140 PRESIDENTE PRUDENTE;2637;2667
354150 PRESIDENTE VENCESLAU;363;364
354160 PROMISSAO;389;395
354165 QUADRA;33;33
354170 QUATA;153;155
354180 QUEIROZ;44;44
354190 QUELUZ;108;108
354200 QUINTANA;86;88
354210 RAFARD;113;113
354220 RANCHARIA;357;366
354230 REDENCAO DA SERRA;45;45
354240 REGENTE FEIJO;212;212
354250 REGINOPOLIS;55;55
354260 REGISTRO;755;760
354270 RESTINGA;115;118
354280 RIBEIRA;40;41
354290 RIBEIRAO BONITO;129;131
354300 RIBEIRAO BRANCO;282;288
354310 RIBEIRAO CORRENTE;61;61
354320 RIBEIRAO DO SUL;57;57
354323 RIBEIRAO DOS INDIOS;14;15
354325 RIBEIRAO GRANDE;85;86
354330 RIBEIRAO PIRES;1240;1261
354340 RIBEIRAO PRETO;7877;8009
354350 RIVERSUL;75;76
354360 RIFAINA;47;50
354370 RINCAO;111;113
354380 RINOPOLIS;101;101
354390 RIO CLARO;2220;2240
354400 RIO DAS PEDRAS;337;344
354410 RIO GRANDE DA SERRA;521;531
354420 RIOLANDIA;125;126
354425 ROSANA;219;224
354430 ROSEIRA;121;123
354440 RUBIACEA;36;37
354450 RUBINEIA;44;44
354460 SABINO;50;50
354470 SAGRES;30;30
354480 SALES;57;58
354490 SALES OLIVEIRA;121;127
354500 SALESOPOLIS;201;202
354510 SALMOURAO;51;51
354515 SALTINHO;84;84
354520 SALTO;1623;1643
354530 SALTO DE PIRAPORA;491;494
354540 SALTO GRANDE;114;114
354550 SANDOVALINA;55;56
354560 SANTA ADELIA;146;146
354570 SANTA ALBERTINA;67;67
354580 SANTA BARBARA D'OESTE;2102;2126
354600 SANTA BRANCA;145;146
354610 SANTA CLARA D'OESTE;29;30
354620 SANTA CRUZ DA CONCEICAO;28;28
354625 SANTA CRUZ DA ESPERANCA;25;25
354630 SANTA CRUZ DAS PALMEIRAS;341;350
354640 SANTA CRUZ DO RIO PARDO;594;606
354650 SANTA ERNESTINA;73;73
354660 SANTA FE DO SUL;391;400
354670 SANTA GERTRUDES;314;320
354680 SANTA ISABEL;645;651
354690 SANTA LUCIA;75;75
354700 SANTA MARIA DA SERRA;68;69
354710 SANTA MERCEDES;30;30
354720 SANTANA DA PONTE PENSA;7;7
354730 SANTANA DE PARNAIBA;2370;2400
354740 SANTA RITA D'OESTE;21;21
354750 SANTA RITA DO PASSA QUATRO;235;238
354760 SANTA ROSA DE VITERBO;207;211
354765 SANTA SALETE;18;18
354770 SANTO ANASTACIO;192;196
354780 SANTO ANDRE;8516;8598
354790 SANTO ANTONIO DA ALEGRIA;82;83
354800 SANTO ANTONIO DE POSSE;265;272
354805 SANTO ANTONIO DO ARACANGUA;75;76
354810 SANTO ANTONIO DO JARDIM;58;58
354820 SANTO ANTONIO DO PINHAL;69;69
354830 SANTO EXPEDITO;37;38
354840 SANTOPOLIS DO AGUAPEI;44;46
354850 SANTOS;4034;4084
354860 SAO BENTO DO SAPUCAI;102;105
354870 SAO BERNARDO DO CAMPO;9048;9158
354880 SAO CAETANO DO SUL;1515;1525
354890 SAO CARLOS;2887;2995
354900 SAO FRANCISCO;23;24
354910 SAO JOAO DA BOA VISTA;985;991
354920 SAO JOAO DAS DUAS PONTES;24;25
354925 SAO JOAO DE IRACEMA;20;20
354930 SAO JOAO DO PAU D'ALHO;16;16
354940 SAO JOAQUIM DA BARRA;541;543
354950 SAO JOSE DA BELA VISTA;83;83
354960 SAO JOSE DO BARREIRO;41;43
354970 SAO JOSE DO RIO PARDO;638;647
354980 SAO JOSE DO RIO PRETO;5451;5538
354990 SAO JOSE DOS CAMPOS;8573;8682
354995 SAO LOURENCO DA SERRA;194;195
355000 SAO LUIS DO PARAITINGA;105;106
355010 SAO MANUEL;488;492
355020 SAO MIGUEL ARCANJO;353;357
355030 SAO PAULO;144007;147133
355040 SAO PEDRO;392;395
355050 SAO PEDRO DO TURVO;77;78
355060 SAO ROQUE;961;966
355070 SAO SEBASTIAO;1160;1178
355080 SAO SEBASTIAO DA GRAMA;76;76
355090 SAO SIMAO;128;128
355100 SAO VICENTE;4113;4160
355110 SARAPUI;111;112
355120 SARUTAIA;48;49
355130 SEBASTIANOPOLIS DO SUL;35;35
355140 SERRA AZUL;115;115
355150 SERRANA;560;570
355160 SERRA NEGRA;283;292
355170 SERTAOZINHO;1556;1565
355180 SETE BARRAS;196;197
355190 SEVERINIA;184;187
355200 SILVEIRAS;61;62
355210 SOCORRO;385;395
355220 SOROCABA;8866;8963
355230 SUD MENNUCCI;86;101
355240 SUMARE;3595;3620
355250 SUZANO;4227;4279
355255 SUZANAPOLIS;20;29
355260 TABAPUA;98;99
355270 TABATINGA;185;185
355280 TABOAO DA SERRA;3741;3811
355290 TACIBA;63;65
355300 TAGUAI;201;203
355310 TAIACU;58;60
355320 TAIUVA;59;60
355330 TAMBAU;239;245
355340 TANABI;290;295
355350 TAPIRAI;103;106
355360 TAPIRATIBA;123;124
355365 TAQUARAL;24;24
355370 TAQUARITINGA;559;559
355380 TAQUARITUBA;294;297
355385 TAQUARIVAI;93;93
355390 TARABAI;83;84
355395 TARUMA;181;183
355400 TATUI;1531;1541
355410 TAUBATE;3533;3564
355420 TEJUPA;59;60
355430 TEODORO SAMPAIO;294;299
355440 TERRA ROXA;75;77
355450 TIETE;411;425
355460 TIMBURI;18;18
355465 TORRE DE PEDRA;24;24
355470 TORRINHA;104;104
355475 TRABIJU;18;18
355480 TREMEMBE;479;486
355490 TRES FRONTEIRAS;82;84
355495 TUIUTI;66;66
355500 TUPA;638;639
355510 TUPI PAULISTA;137;139
355520 TURIUBA;15;16
355530 TURMALINA;20;20
355535 UBARANA;85;86
355540 UBATUBA;1327;1343
355550 UBIRAJARA;64;67
355560 UCHOA;105;106
355570 UNIAO PAULISTA;21;21
355580 URANIA;83;83
355590 URU;13;13
355600 URUPES;125;127
355610 VALENTIM GENTIL;171;174
355620 VALINHOS;651;1258
355630 VALPARAISO;283;288
355635 VARGEM;109;109
355640 VARGEM GRANDE DO SUL;491;495
355645 VARGEM GRANDE PAULISTA;667;670
355650 VARZEA PAULISTA;1203;1221
355660 VERA CRUZ;110;112
355670 VINHEDO;852;878
355680 VIRADOURO;210;212
355690 VISTA ALEGRE DO ALTO;91;94
355695 VITORIA BRASIL;15;15
355700 VOTORANTIM;1590;1608
355710 VOTUPORANGA;1050;1076
355715 ZACARIAS;27;27
355720 CHAVANTES;135;135
355730 ESTIVA GERBI;127;128
410010 ABATIA;89;89
410020 ADRIANOPOLIS;73;80
410030 AGUDOS DO SUL;133;134
410040 ALMIRANTE TAMANDARE;1468;1592
410045 ALTAMIRA DO PARANA;51;52
410050 ALTONIA;224;225
410060 ALTO PARANA;179;180
410070 ALTO PIQUIRI;132;132
410080 ALVORADA DO SUL;89;90
410090 AMAPORA;64;64
410100 AMPERE;269;276
410105 ANAHY;38;38
410110 ANDIRA;225;226
410115 ANGULO;37;37
410120 ANTONINA;206;209
410130 ANTONIO OLINTO;74;75
410140 APUCARANA;1585;1600
410150 ARAPONGAS;1484;1499
410160 ARAPOTI;359;362
410165 ARAPUA;43;43
410170 ARARUNA;182;185
410180 ARAUCARIA;2172;2188
410185 ARIRANHA DO IVAI;18;18
410190 ASSAI;154;154
410200 ASSIS CHATEAUBRIAND;434;436
410210 ASTORGA;325;329
410220 ATALAIA;36;37
410230 BALSA NOVA;153;155
410240 BANDEIRANTES;387;387
410250 BARBOSA FERRAZ;124;125
410260 BARRACAO;113;114
410270 BARRA DO JACARE;31;31
410275 BELA VISTA DA CAROBA;39;40
410280 BELA VISTA DO PARAISO;153;155
410290 BITURUNA;265;269
410300 BOA ESPERANCA;51;52
410302 BOA ESPERANCA DO IGUACU;30;30
410304 BOA VENTURA DE SAO ROQUE;85;86
410305 BOA VISTA DA APARECIDA;123;123
410310 BOCAIUVA DO SUL;191;196
410315 BOM JESUS DO SUL;57;58
410320 BOM SUCESSO;79;79
410322 BOM SUCESSO DO SUL;33;34
410330 BORRAZOPOLIS;79;79
410335 BRAGANEY;53;53
410337 BRASILANDIA DO SUL;40;42
410340 CAFEARA;32;32
410345 CAFELANDIA;315;317
410347 CAFEZAL DO SUL;65;65
410350 CALIFORNIA;117;118
410360 CAMBARA;277;279
410370 CAMBE;1228;1240
410380 CAMBIRA;114;115
410390 CAMPINA DA LAGOA;196;196
410395 CAMPINA DO SIMAO;50;51
410400 CAMPINA GRANDE DO SUL;671;682
410405 CAMPO BONITO;51;51
410410 CAMPO DO TENENTE;111;111
410420 CAMPO LARGO;1554;1589
410425 CAMPO MAGRO;368;377
410430 CAMPO MOURAO;1245;1253
410440 CANDIDO DE ABREU;187;193
410442 CANDOI;216;216
410445 CANTAGALO;151;151
410450 CAPANEMA;242;244
410460 CAPITAO LEONIDAS MARQUES;190;192
410465 CARAMBEI;337;346
410470 CARLOPOLIS;201;202
410480 CASCAVEL;4908;4935
410490 CASTRO;1112;1126
410500 CATANDUVAS;109;110
410510 CENTENARIO DO SUL;119;120
410520 CERRO AZUL;219;234
410530 CEU AZUL;106;109
410540 CHOPINZINHO;261;265
410550 CIANORTE;1010;1022
410560 CIDADE GAUCHA;143;145
410570 CLEVELANDIA;251;258
410580 COLOMBO;3246;3290
410590 COLORADO;288;288
410600 CONGONHINHAS;105;105
410610 CONSELHEIRO MAIRINCK;32;32
410620 CONTENDA;232;234
410630 CORBELIA;221;222
410640 CORNELIO PROCOPIO;450;452
410645 CORONEL DOMINGOS SOARES;80;82
410650 CORONEL VIVIDA;315;320
410655 CORUMBATAI DO SUL;25;25
410657 CRUZEIRO DO IGUACU;43;43
410660 CRUZEIRO DO OESTE;283;286
410670 CRUZEIRO DO SUL;43;44
410680 CRUZ MACHADO;192;196
410685 CRUZMALTINA;52;52
410690 CURITIBA;19056;19728
410700 CURIUVA;173;176
410710 DIAMANTE DO NORTE;37;37
410712 DIAMANTE DO SUL;37;39
410715 DIAMANTE D'OESTE;48;49
410720 DOIS VIZINHOS;638;644
410725 DOURADINA;126;126
410730 DOUTOR CAMARGO;60;60
410740 ENEAS MARQUES;43;43
410750 ENGENHEIRO BELTRAO;137;138
410752 ESPERANCA NOVA;17;17
410753 ENTRE RIOS DO OESTE;43;43
410754 ESPIGAO ALTO DO IGUACU;57;59
410755 FAROL;25;25
410760 FAXINAL;194;200
410765 FAZENDA RIO GRANDE;1982;2017
410770 FENIX;52;54
410773 FERNANDES PINHEIRO;89;91
410775 FIGUEIRA;91;93
410780 FLORAI;72;73
410785 FLOR DA SERRA DO SUL;73;75
410790 FLORESTA;125;126
410800 FLORESTOPOLIS;147;148
410810 FLORIDA;26;27
410820 FORMOSA DO OESTE;69;76
410830 FOZ DO IGUACU;4115;4159
410832 FRANCISCO ALVES;117;117
